SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2510,3,2,Rural,1970,194798.9311
1475,2,2,Rural,1990,157014.2286
2540,4,2,Rural,2005,260608.5027
1976,4,2,Suburb,1951,274929.069
2207,2,3,Suburb,1977,257837.0483
2043,5,3,Urban,2001,214999.566
2960,5,1,Urban,2014,300450.9708
1557,2,2,Suburb,1975,253579.1751
2017,2,2,Urban,2020,222278.7378
2547,5,3,Urban,2018,258466.3411
2605,2,2,Suburb,1962,273074.4311
2552,4,2,Suburb,1990,353528.6576
1882,5,2,Suburb,1966,238544.913
1146,5,3,Suburb,1959,202634.6626
1665,5,3,Rural,1962,157855.5662
2327,4,2,Suburb,1972,267464.8867
1619,2,3,Suburb,1971,152592.7632
2771,3,2,Suburb,1958,371378
1819,3,1,Suburb,2005,250709.2757
1863,4,2,Suburb,2006,252097.7119
1581,4,2,Rural,1967,175671.4289
2022,2,1,Suburb,1984,291850.4366
1694,3,2,Rural,2003,176289.5557
2785,5,2,Rural,1985,356441.1138
2251,4,1,Rural,1954,337270.6123
2125,3,2,Urban,1990,286505.2523
2610,5,1,Rural,2009,306545.1982
2440,5,1,Suburb,1959,196916.6361
2981,2,2,Suburb,1963,373322.7
2239,4,2,Urban,1986,179116.0882
1406,5,2,Suburb,2000,145345.4854
1398,4,1,Rural,1951,171866.2086
2946,3,1,Rural,1996,308601.6061
1714,3,3,Rural,1969,251929.1026
1703,4,1,Rural,1969,105367.6292
1760,5,3,Urban,1991,209375.8923
1498,5,1,Rural,1958,160602.6856
2777,3,2,Suburb,1990,285345.9463
2488,5,2,Suburb,1996,426908.6825
2714,5,2,Rural,2001,299599.07
2972,3,3,Urban,2015,298219.258
1973,2,2,Urban,1959,313510.6083
2754,3,1,Rural,1988,242996.1142
1081,4,2,Rural,1989,191655.3761
1603,2,2,Rural,1961,193898.4767
2970,4,1,Suburb,1978,359479.6196
2710,2,3,Suburb,2006,261861.5127
2774,2,2,Urban,1980,297564.6903
1771,3,3,Suburb,1969,233188.3072
1902,3,3,Urban,1960,231595.3283
1364,4,2,Urban,1985,174258.4874
1162,3,1,Urban,1971,228139.1147
2071,2,3,Suburb,1995,94290.36691
1510,3,1,Suburb,2010,181045.7861
2352,4,3,Urban,2021,353792.1916
2863,2,2,Urban,1969,327451.0314
1115,4,1,Rural,1988,91001.75417
1940,5,1,Urban,1970,242090.5249
2872,3,3,Urban,2005,419879.2735
1336,2,1,Rural,1988,74239.92964
1880,4,2,Urban,1979,184639.0506
1736,3,1,Suburb,1960,198342.5346
2887,3,1,Suburb,1978,365194.3976
1839,4,3,Urban,1961,236640.034
1146,2,1,Rural,2001,208399.0792
2598,4,1,Rural,1968,286274.0587
2829,3,2,Suburb,1982,317694.6323
2346,4,1,Suburb,1974,254631.5138
1442,5,2,Rural,1966,152902.4725
1836,3,1,Urban,1981,233138.5371
2036,2,1,Urban,1983,239701.5427
1942,5,2,Urban,1950,255951.7001
2517,4,1,Urban,2010,337159.5905
2724,2,1,Rural,2011,278196.8263
1286,5,3,Rural,1986,157496.0501
1719,4,3,Rural,2014,239433.0496
2137,5,1,Urban,1951,147774.7453
1479,3,2,Urban,1965,95984.88301
1021,2,3,Suburb,2004,191273.0368
2372,5,1,Rural,1992,216848.4171
2749,3,3,Rural,1998,304295.2941
1682,4,1,Urban,1967,208626.4036
2858,3,2,Urban,1982,362477.1445
2589,4,3,Urban,1964,261443.066
1905,2,3,Urban,2014,244659.9318
2833,3,1,Rural,2007,260332.9333
1319,3,2,Urban,1975,124516.2924
1125,4,2,Suburb,1985,115182.1253
1276,5,2,Urban,1951,142596.301
2999,4,1,Suburb,1996,287295.3687
2227,5,2,Suburb,1973,245309.8737
1193,4,2,Urban,2006,160966.5546
2704,2,1,Urban,2021,334670.6242
2687,5,2,Suburb,2013,242187.3613
2570,3,2,Urban,1985,219151.5117
1695,5,3,Suburb,1971,155935.6739
2309,4,2,Suburb,1959,261625.0114
1056,4,3,Urban,1990,164034.1691
2757,5,3,Suburb,1990,286397.0988
2326,3,3,Suburb,2008,324337.8015
2186,2,3,Suburb,1962,258730.7941
1018,3,2,Rural,1985,141175.5984
2393,5,3,Urban,2013,322070.3707
1263,4,3,Urban,1990,206155.619
1793,3,3,Rural,1984,229481.7676
1112,4,2,Suburb,2011,70187.86381
2511,4,1,Rural,1970,396186.3509
2350,3,3,Suburb,1952,220788.6715
1541,5,3,Urban,2017,267047.5864
1646,3,1,Urban,1999,75404.70923
1578,2,2,Urban,1967,152740.1846
2088,4,3,Suburb,2016,228160.2905
2315,4,2,Rural,1951,311436.6131
1024,5,3,Rural,2018,166975.693
2572,4,2,Rural,2009,316432.2695
1000,4,2,Suburb,2009,225548.4237
1910,4,3,Urban,1959,315581.2347
2572,3,3,Urban,1991,332974.1111
1140,4,2,Urban,1959,117900.9697
2767,3,3,Urban,1955,299393.0393
1647,5,1,Rural,2020,138120.8
2924,2,2,Urban,1993,351125.8732
1187,4,1,Urban,2016,104820.4984
2151,2,3,Urban,1995,219018.0551
1200,3,1,Urban,1954,125622.7733
2150,5,1,Suburb,2021,256300.7422
1256,5,2,Suburb,2005,146013.2103
2699,3,1,Rural,2016,270296.9188
1546,2,3,Urban,1958,172150.8155
1193,4,2,Suburb,1978,182827.1201
1702,3,3,Rural,1969,251972.0597
2127,3,3,Suburb,2001,242618.2581
2558,3,1,Rural,2008,273453.9878
2288,3,3,Rural,1983,250536.2405
1801,3,1,Urban,2006,95067.63676
1941,5,2,Rural,1990,243472.8877
2997,3,2,Urban,1995,219808.2989
2407,5,1,Urban,2012,288029.9466
2283,2,2,Urban,2007,332368.885
1413,4,2,Rural,2000,122561.929
2381,5,2,Rural,1999,210605.2
2098,4,2,Rural,1963,242235.8
2378,4,1,Urban,1985,196332.383
2607,4,1,Rural,2014,236200.2175
2794,5,3,Suburb,2020,389534.8023
1909,5,3,Urban,1957,226052.7698
1187,5,2,Suburb,1978,70820.84359
2996,2,1,Rural,1971,369236.2745
2708,5,1,Suburb,1961,266276.9676
2313,2,1,Suburb,2007,311834.2037
1044,5,3,Suburb,1956,95602.80544
2596,5,2,Urban,1979,343825.9409
1082,4,1,Rural,1967,232660.511
2146,3,3,Urban,2002,256719.6803
1357,4,1,Rural,1981,202068.3007
2551,5,1,Urban,1971,282960.8377
2089,3,3,Suburb,1990,267768.9559
1935,3,3,Suburb,1963,290429.6901
2680,2,1,Urban,1961,210205.7137
1374,3,2,Suburb,2004,93591.25075
1161,2,2,Suburb,1972,8336.559189
2769,4,3,Rural,2000,371453.4799
2403,2,1,Rural,1951,207958.8475
2679,5,3,Urban,1965,346336.12
2381,3,1,Rural,1972,361918.4001
2211,5,1,Urban,1976,352696.5612
1321,3,1,Urban,2001,117115.5068
